ts_code,name,market,list_date,m_fee,c_fee,issue_amount,benchmark,invest_type,industry,cleaned_benchmark_name,benchmark_code
159838.SZ,医药50ETF,E,2021-07-30,0.5,0.1,2.4076,中证医药50指数收益率,被动指数型,医疗,中证医药50指数,931140.CSI
159757.SZ,电池30ETF,E,2021-08-09,0.5,0.1,8.6593,国证新能源车电池指数收益率,被动指数型,科技,国证新能源车电池指数,000941.CSI
159752.SZ,新能源龙头ETF,E,2021-07-28,0.5,0.1,4.1696,中证内地新能源主题指数收益率,被动指数型,科技,中证内地新能源主题指数,000941.CSI
516580.SH,新能源主题ETF,E,2021-07-26,0.5,0.1,3.3912,中证新能源指数收益率,被动指数型,科技,中证新能源指数,000941.CSI
513700.SH,香港医药ETF,E,2021-08-06,0.5,0.1,4.5885,中证港股通医药卫生综合指数收益率,被动指数型,医疗,中证港股通医药卫生综合指数,h50069.CSI
516100.SH,金融科技ETF华夏,E,2021-07-23,0.5,0.1,2.4076,中证金融科技主题指数收益率,被动指数型,科技,中证金融科技主题指数,930986.CSI
516270.SH,新能源50ETF,E,2021-07-23,0.5,0.1,4.4241,中证内地新能源主题指数收益率,被动指数型,科技,中证内地新能源主题指数,000941.CSI
517120.SH,创新药ETF华泰柏瑞,E,2021-07-19,0.5,0.1,5.4497,中证沪港深创新药产业指数收益率,被动指数型,医疗,中证沪港深创新药产业指数,
159847.SZ,医疗ETF易方达,E,2021-07-19,0.15,0.05,2.1883,中证医疗指数收益率,被动指数型,医疗,中证医疗指数,399989.SZ
159747.SZ,香港科技ETF,E,2021-07-14,0.5,0.15,5.8142,经估值汇率调整的中证香港科技指数收益率,被动指数型,科技,经估值汇率调整的中证香港科技指数,
159859.SZ,生物医药ETF,E,2021-07-07,0.5,0.1,2.2904,国证生物医药指数收益率,被动指数型,医疗,国证生物医药指数,399441.SZ
513980.SH,港股科技50ETF,E,2021-07-02,0.5,0.1,6.472,中证港股通科技指数收益率(使用估值汇率折算),被动指数型,科技,中证港股通科技指数(使用估值汇率折算),931573.CSI
517360.SH,沪港深科技ETF,E,2021-07-05,0.5,0.1,2.8758,中证沪港深科技100指数收益率,被动指数型,科技,中证沪港深科技100指数,931187.CSI
513860.SH,港股通科技ETF,E,2021-07-02,0.5,0.1,7.0747,中证港股通科技指数收益率,被动指数型,科技,中证港股通科技指数,931573.CSI
159755.SZ,电池ETF,E,2021-06-24,0.5,0.1,11.5265,国证新能源车电池指数收益率,被动指数型,科技,国证新能源车电池指数,000941.CSI
159725.SZ,线上消费ETF,E,2021-07-02,0.45,0.07,2.4542,中证线上消费主题指数收益率,被动指数型,消费,中证线上消费主题指数,931480.CSI
516820.SH,医疗创新ETF,E,2021-07-01,0.5,0.1,11.3442,中证医药及医疗器械创新指数收益率,被动指数型,医疗,中证医药及医疗器械创新指数,h30217.CSI
516390.SH,新能源汽车ETF,E,2021-06-18,0.15,0.05,3.5926,中证新能源汽车产业指数收益率,被动指数型,科技,中证新能源汽车产业指数,000941.CSI
159898.SZ,医疗器械指数ETF,E,2021-06-04,0.5,0.1,3.331,中证全指医疗器械指数收益率,被动指数型,医疗,中证全指医疗器械指数,000985.CSI
159891.SZ,医疗ETF基金,E,2021-06-15,0.5,0.1,2.5602,中证全指医疗保健设备与服务指数收益率,被动指数型,医疗,中证全指医疗保健设备与服务指数,000985.CSI
159741.SZ,恒生科技ETF基金,E,2021-06-03,0.6,0.1,4.218,恒生科技指数收益率(使用估值汇率折算),被动指数型,科技,恒生科技指数(使用估值汇率折算),
159735.SZ,港股消费ETF,E,2021-06-04,0.5,0.1,2.3956,中证港股通消费主题指数收益率,被动指数型,消费,中证港股通消费主题指数,931454.CSI
513130.SH,恒生科技ETF,E,2021-06-01,0.2,0.05,11.7225,恒生科技指数收益率(使用估值汇率折算),被动指数型,科技,恒生科技指数(使用估值汇率折算),
517350.SH,科技ETF沪港深,E,2021-06-03,0.5,0.1,3.1454,中证沪港深科技龙头指数收益率,被动指数型,科技,中证沪港深科技龙头指数,931087.CSI
513580.SH,恒生科技ETF指数基金,E,2021-05-27,0.5,0.1,4.5512,恒生科技指数收益率(经汇率调整后),被动指数型,科技,恒生科技指数(经汇率调整后),
513180.SH,恒生科技指数ETF,E,2021-05-25,0.5,0.15,14.5576,恒生科技指数收益率(使用估值汇率折算),被动指数型,科技,恒生科技指数(使用估值汇率折算),
159740.SZ,恒生科技ETF,E,2021-05-27,0.5,0.1,3.9312,恒生科技指数收益率,被动指数型,科技,恒生科技指数,
513010.SH,恒生科技ETF易方达,E,2021-05-25,0.2,0.05,12.0131,恒生科技指数收益率(使用估值汇率折算),被动指数型,科技,恒生科技指数(使用估值汇率折算),
159742.SZ,恒生科技指数ETF,E,2021-05-25,0.5,0.15,3.1193,恒生科技指数收益率(经汇率调整后),被动指数型,科技,恒生科技指数(经汇率调整后),
516610.SH,医疗服务ETF,E,2021-05-13,0.5,0.1,3.7397,中证全指医疗保健设备与服务指数收益率,被动指数型,医疗,中证全指医疗保健设备与服务指数,000985.CSI
159883.SZ,医疗器械ETF,E,2021-04-30,0.5,0.1,2.5104,中证全指医疗器械指数收益率,被动指数型,医疗,中证全指医疗器械指数,000985.CSI
516900.SH,食品饮料ETF基金,E,2021-04-28,0.5,0.1,2.7273,中证申万食品饮料指数收益率,被动指数型,消费,中证申万食品饮料指数,000807.CSI
513060.SH,恒生医疗ETF,E,2021-03-29,0.5,0.15,3.0789,恒生医疗保健指数收益率(经汇率调整后),被动指数型,医疗,恒生医疗保健指数(经汇率调整后),h30178.CSI
159873.SZ,医疗设备ETF,E,2021-03-29,0.5,0.1,2.3192,中证全指医疗保健设备与服务指数收益率,被动指数型,医疗,中证全指医疗保健设备与服务指数,000985.CSI
159858.SZ,创新药ETF南方,E,2021-03-25,0.15,0.05,3.621,中证创新药产业指数收益率,被动指数型,医疗,中证创新药产业指数,
516090.SH,新能源ETF易方达,E,2021-03-19,0.15,0.05,2.6692,中证新能源指数收益率,被动指数型,科技,中证新能源指数,000941.CSI
159835.SZ,创新药50ETF,E,2021-03-29,0.5,0.1,3.045,中证创新药产业指数收益率,被动指数型,医疗,中证创新药产业指数,
516850.SH,新能源ETF基金,E,2021-03-19,0.5,0.1,2.6624,中证新能源指数收益率,被动指数型,科技,中证新能源指数,000941.CSI
516500.SH,生物科技ETF,E,2021-03-17,0.5,0.1,3.0694,中证生物科技主题指数收益率,被动指数型,医疗,中证生物科技主题指数,
159851.SZ,金融科技ETF,E,2021-03-19,0.5,0.1,2.5445,中证金融科技主题指数收益率,被动指数型,科技,中证金融科技主题指数,930986.CSI
516060.SH,创新药产业ETF,E,2021-03-01,0.45,0.07,2.9024,中证创新药产业指数收益率,被动指数型,医疗,中证创新药产业指数,
516600.SH,消费服务ETF,E,2021-02-26,0.45,0.07,3.5333,中证消费服务领先指数收益率,被动指数型,消费,中证消费服务领先指数,000806.CSI
159849.SZ,生物科技指数ETF,E,2021-03-02,0.5,0.1,2.2737,中证生物科技主题指数收益率,被动指数型,医疗,中证生物科技主题指数,
516080.SH,创新药ETF易方达,E,2021-02-23,0.15,0.05,5.6155,中证创新药产业指数收益率,被动指数型,医疗,中证创新药产业指数,
516660.SH,新能源车ETF基金,E,2021-02-26,0.5,0.1,5.7169,中证新能源汽车指数收益率,被动指数型,科技,中证新能源汽车指数,000941.CSI
159839.SZ,生物药ETF,E,2021-02-22,0.5,0.1,4.7274,国证生物医药指数收益率,被动指数型,医疗,国证生物医药指数,399441.SZ
513330.SH,恒生互联网ETF,E,2021-02-08,0.5,0.15,75.5548,恒生互联网科技业指数收益率(使用估值汇率折算),被动指数型,科技,恒生互联网科技业指数(使用估值汇率折算),h30535.CSI
159843.SZ,食品饮料ETF,E,2021-02-05,0.5,0.1,7.0196,国证食品饮料行业指数收益率,被动指数型,消费,国证食品饮料行业指数,000807.CSI
516160.SH,新能源ETF,E,2021-02-04,0.15,0.05,20.388,中证新能源指数收益率,被动指数型,科技,中证新能源指数,000941.CSI
516050.SH,科技龙头ETF,E,2021-02-05,0.45,0.07,12.2423,中证科技龙头指数收益率,被动指数型,科技,中证科技龙头指数,931087.CSI
159837.SZ,生物科技ETF,E,2021-01-27,0.15,0.05,28.1415,中证生物科技主题指数收益率,被动指数型,医疗,中证生物科技主题指数,
515920.SH,智能消费ETF,E,2021-01-20,0.5,0.1,8.8641,中证智能消费主题指数,被动指数型,消费,中证智能消费主题指数,
515170.SH,食品饮料ETF,E,2021-01-13,0.5,0.1,21.0926,中证细分食品饮料产业主题指数收益率,被动指数型,消费,中证细分食品饮料产业主题指数,000807.CSI
159828.SZ,医疗ETF,E,2021-01-12,0.5,0.1,4.2144,中证医疗指数收益率,被动指数型,医疗,中证医疗指数,399989.SZ
515710.SH,食品ETF,E,2021-01-07,0.5,0.1,8.651,中证细分食品饮料产业主题指数收益率,被动指数型,消费,中证细分食品饮料产业主题指数,000807.CSI
159824.SZ,新能车ETF,E,2021-01-11,0.5,0.1,6.2514,中证新能源汽车指数收益率,被动指数型,科技,中证新能源汽车指数,000941.CSI
515120.SH,创新药ETF,E,2021-01-04,0.5,0.1,16.2199,中证创新药产业指数,被动指数型,医疗,中证创新药产业指数,
502056.SH,医疗基金LOF,E,2015-07-31,0.5,0.15,0.5931,中证医疗指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,医疗,中证医疗指数,399989.SZ
501200.SH,科创加银IOF,E,2020-12-21,1.2,0.2,3.2491,中国战略新兴产业成份指数收益率*60%+中债综合指数收益率*30%+恒生互联网科技业指数收益率*10%,混合型,科技,中国战略新兴产业成份指数,
515960.SH,医药健康ETF,E,2020-06-10,0.5,0.1,3.4399,中证医药健康100策略指数收益率,被动指数型,医疗,中证医药健康100策略指数,931166.CSI
159813.SZ,半导体ETF,E,2020-05-25,0.5,0.1,5.5974,国证半导体芯片指数收益率,被动指数型,科技,国证半导体芯片指数,
168701.SZ,金融科技LOF,E,2020-05-06,0.5,0.1,5.2143,国证香蜜湖金融科技指数收益率*95%+人民币银行活期存款利率(税后)*5%,被动指数型,科技,国证香蜜湖金融科技指数,930986.CSI
159992.SZ,创新药ETF,E,2020-04-10,0.5,0.05,49.1638,中证创新药产业指数,被动指数型,医疗,中证创新药产业指数,
159998.SZ,计算机ETF,E,2020-04-13,0.5,0.1,2.8786,中证计算机主题指数收益率,被动指数型,科技,中证计算机主题指数,h30182.CSI
159807.SZ,科技ETF,E,2020-03-30,0.15,0.05,15.0003,中证科技50指数收益率,被动指数型,科技,中证科技50指数,931186.CSI
515950.SH,医药龙头ETF,E,2020-04-01,0.5,0.1,2.772,中证医药50指数收益率,被动指数型,医疗,中证医药50指数,931140.CSI
501095.SH,中银证券科技创新LOF,E,2020-07-08,1.2,0.2,8.8468,中国战略新兴产业成份指数收益率*80%+中债综合全价指数收益率*20%,混合型,科技,中国战略新兴产业成份指数,
159806.SZ,新能源车ETF,E,2020-03-20,0.5,0.1,23.607,中证新能源汽车指数收益率,被动指数型,科技,中证新能源汽车指数,000941.CSI
515030.SH,新能源车ETF,E,2020-03-04,0.5,0.1,107.6288,中证新能源汽车指数收益率,被动指数型,科技,中证新能源汽车指数,000941.CSI
159994.SZ,5GETF,E,2020-02-28,0.5,0.1,10.97,中证5G通信主题指数,被动指数型,科技,中证5G通信主题指数,931079.CSI
159801.SZ,芯片ETF龙头,E,2020-02-18,0.5,0.1,25.2406,国证半导体芯片指数收益率,被动指数型,科技,国证半导体芯片指数,
159995.SZ,芯片ETF,E,2020-02-10,0.5,0.1,53.8846,国证半导体芯片指数收益率,被动指数型,科技,国证半导体芯片指数,
515700.SH,新能车ETF,E,2020-02-10,0.15,0.05,2.8851,中证新能源汽车产业指数收益率,被动指数型,科技,中证新能源汽车产业指数,000941.CSI
159986.SZ,消费100ETF,E,2020-01-20,0.3,0.1,2.1115,国证消费100指数收益率,被动指数型,消费,国证消费100指数,399364.SZ
501090.SH,消费龙头LOF,E,2020-01-06,0.75,0.1,2.8858,中证消费龙头指数收益率*95%+人民币银行活期存款利率(税后)*5%,被动指数型,消费,中证消费龙头指数,931068.CSI
167506.SZ,安信深圳科技LOF,E,2020-01-06,0.5,0.1,6.5629,中证深圳科技创新主题指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,科技,中证深圳科技创新主题指数,931136.CSI
501089.SH,消费红利增强LOF,E,2019-12-31,1.2,0.2,2.0577,中证主要消费红利指数收益率*95%+人民币银行活期存款收益率(税后)*5%,增强指数型,消费,中证主要消费红利指数,h30094.CSI
515750.SH,科技50ETF,E,2019-12-06,0.5,0.1,21.4014,中证科技50策略指数收益率,被动指数型,科技,中证科技50策略指数,931186.CSI
159987.SZ,科技创新ETF,E,2019-11-18,0.3,0.08,4.4346,中证研发创新100指数,被动指数型,科技,中证研发创新100指数,931159.CSI
515650.SH,消费50ETF,E,2019-11-11,0.5,0.1,8.6718,中证消费50指数收益率,被动指数型,消费,中证消费50指数,000126.SH
515580.SH,科技100ETF,E,2019-10-28,0.5,0.1,21.2002,中证科技100指数收益率,被动指数型,科技,中证科技100指数,931186.CSI
515860.SH,科技ETF基金,E,2019-10-22,0.5,0.1,12.6088,中证新兴科技100策略指数收益率,被动指数型,科技,中证新兴科技100策略指数,000964.CSI
515050.SH,5G通信ETF,E,2019-10-16,0.5,0.1,41.5257,中证5G通信主题指数收益率,被动指数型,科技,中证5G通信主题指数,931079.CSI
515880.SH,通信ETF,E,2019-09-06,0.5,0.1,4.7646,中证全指通信设备指数收益率,被动指数型,科技,中证全指通信设备指数,000985.CSI
515000.SH,科技ETF,E,2019-08-16,0.5,0.1,10.3729,中证科技龙头指数收益率,被动指数型,科技,中证科技龙头指数,931087.CSI
512720.SH,计算机ETF,E,2019-08-16,0.5,0.1,6.1845,中证计算机主题指数收益率,被动指数型,科技,中证计算机主题指数,h30182.CSI
512170.SH,医疗ETF,E,2019-06-17,0.5,0.1,2.4944,中证医疗指数收益率,被动指数型,医疗,中证医疗指数,399989.SZ
512760.SH,芯片ETF,E,2019-06-12,0.5,0.1,2.7766,中华交易服务半导体芯片行业指数收益率,被动指数型,科技,中华交易服务半导体芯片行业指数,
512480.SH,半导体ETF,E,2019-06-12,0.5,0.1,3.125,中证全指半导体产品与设备指数收益率,被动指数型,科技,中证全指半导体产品与设备指数,000985.CSI
512290.SH,生物医药ETF,E,2019-05-20,0.5,0.1,4.6082,中证生物医药指数收益率,被动指数型,医疗,中证生物医药指数,399441.SZ
512690.SH,酒ETF,E,2019-05-06,0.5,0.1,3.5613,中证酒指数收益率,被动指数型,消费,中证酒指数,399987.SZ
501057.SH,新能源车LOF,E,2018-06-20,1.0,0.1,3.1074,中证新能源汽车产业指数收益率*95%+银行人民币活期存款利率(税后)*5%,被动指数型,科技,中证新能源汽车产业指数,000941.CSI
501058.SH,新能源车LOFC,E,2018-06-20,1.0,0.1,4.3146,中证新能源汽车产业指数收益率*95%+银行人民币活期存款利率(税后)*5%,被动指数型,科技,中证新能源汽车产业指数,000941.CSI
501007.SH,互联网医疗LOF,E,2017-02-20,0.75,0.1,1.2946,中证互联网医疗主题指数收益率*95%+银行人民币活期存款利率(税后)*5%,被动指数型,医疗,中证互联网医疗主题指数,h30535.CSI
501008.SH,互联网医疗LOFC,E,2017-02-20,0.75,0.1,0.9665,中证互联网医疗主题指数收益率*95%+银行人民币活期存款利率(税后)*5%,被动指数型,医疗,中证互联网医疗主题指数,h30535.CSI
501010.SH,生物科技LOFC,E,2017-02-20,0.75,0.1,0.6987,中证生物科技主题指数收益率*95%+银行人民币活期存款利率(税后)*5%,被动指数型,医疗,中证生物科技主题指数,
501009.SH,生物科技LOF,E,2017-02-20,0.75,0.1,1.6499,中证生物科技主题指数收益率*95%+银行人民币活期存款利率(税后)*5%,被动指数型,医疗,中证生物科技主题指数,
161128.SZ,标普信息科技LOF,E,2016-12-27,0.8,0.2,3.5819,标普500信息科技指数收益率(使用估值汇率折算)*95%+活期存款利率(税后)*5%,被动指数型,科技,标普500信息科技指数(使用估值汇率折算),
161127.SZ,标普生物科技LOF,E,2016-12-27,0.8,0.2,3.9018,标普生物科技精选行业指数收益率(使用估值汇率折算)*95%+活期存款利率(税后)*5%,被动指数型,医疗,标普生物科技精选行业指数(使用估值汇率折算),
161126.SZ,标普医疗保健LOF,E,2016-12-14,0.8,0.2,2.1717,标普500医疗保健等权重指数收益率(使用估值汇率折算)*95%+活期存款利率(税后)*5%,被动指数型,医疗,标普500医疗保健等权重指数(使用估值汇率折算),h30178.CSI
